,Title,Keywords,Actual category,Predicted_Categories
393,"['Atlas Toolkit: Fast registration of 3D morphological datasets in the absence of landmarks.', '26864723']","['candidate', 'evolution', 'factors', 'genes', 'hybrid', 'inducing', 'inversion', 'mutation', 'occurrence', 'rearrangement', 'rise', 'risk', 'transcripts', 'translocation', 'tumors']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'immunology', 'phylogenetics-and-phylogenomics', 'rna-structure-analysis', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
394,"['Probing the binding affinity of amyloids to reduce toxicity of oligomers in diabetes.', '25777526']","['atlas', 'cell', 'image', 'l1', 'larval', 'nuclear', 'nuclei', 'stage', 'stimulation', 'worm']",laser-scanning-microscopy,"['chip-seq', 'laser-scanning-microscopy', 'rna-transcription-databases', 'single-cell-rna-seq']"
395,"['COFFEE: control-free noninvasive fetal chromosomal examination using maternal plasma DNA.', '28165140']","['animal', 'animals', 'responses', 'species', 'vaccine', 'vaccines', 'variables']",rna-transcription-databases,"['dna-sequence-databases', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'rna-transcription-databases']"
396,"['DREAM: a webserver for the identification of editing sites in mature miRNAs using deep sequencing data.', '25840043']","['comparison', 'contact', 'maps', 'secondary', 'structure', 'super']",genome-annotation2,"['gene-expression-microarray', 'genome-annotation2', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases']"
397,"['The Prion Disease Database: a comprehensive transcriptome resource for systems biology research in prion diseases.', '20157484']","['aggregated', 'bioactivity', 'chemical', 'chemicals', 'reduction', 'respectively', 'scaffolds', 'unique']",protein-interaction-analysis,"['dna-sequence-databases', 'genome-annotation2', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-transcription-databases']"
398,"['BioPartsDB: a synthetic biology workflow web-application for education and research.', '27412090']","['accumulation', 'arbitrary', 'bionet', 'dna', 'functional', 'installed', 'mgs', 'nsc', 'pools', 'randomized', 'rna', 'ru', 'sequences', 'site', 'srs']",genome-annotation2,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'peptide-databases', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
399,"[None, '27158191']","['approach', 'barrier', 'choice', 'communication', 'definition', 'deploy', 'differ', 'interoperability', 'machine', 'option', 'presents', 'protocols', 'services', 'strengths', 'universally', 'web']",gene-expression-microarray,"['gene-expression-microarray', 'genome-annotation2', 'immunology', 'information-extraction', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'protein-structure-analysis']"
400,"['GEMS: a web server for biclustering analysis of expression data.', '15980544']","['cells', 'embryonic', 'human', 'lineage', 'offer', 'pluripotent', 'progenitor', 'respective', 'specification', 'states', 'stem', 'transition', 'understood']",single-cell-rna-seq,"['chip-seq', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'rna-transcription-databases', 'single-cell-rna-seq']"
401,"['FACADE: a fast and sensitive algorithm for the segmentation and calling of high resolution array CGH data.', '20551132']","['files', 'integration', 'models', 'pathway', 'pathways', 'sbml', 'workbench']",metagenomics,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'metagenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
402,"['APD: the Antimicrobial Peptide Database.', '14681488']","['attention', 'commonplace', 'constraints', 'criteria', 'design', 'far', 'little', 'microarray', 'oligonucleotide', 'phase', 'physicochemical', 'probes', 'refer', 'solid', 'spotted', 'use']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'gene-expression-microarray', 'genome-annotation2', 'rna-structure-analysis']"
403,"['CGHAnalyzer: a stand-alone software package for cancer genome analysis using array-based DNA copy number data.', '15905276']","['achieve', 'concept', 'consider', 'constrained', 'constraint', 'cut', 'desired', 'engineering', 'knockouts', 'metabolic', 'minimal', 'phenotype', 'rational', 'reaction', 'relies', 'stoichiometric', 'strain', 'techniques']",metagenomics,"['metagenomics', 'rna-structure-analysis']"
404,"['The HADDOCK web server for data-driven biomolecular docking.', '20431534']","['challenges', 'data', 'learning', 'metagenomic', 'metagenomics', 'microbial', 'otus', 'taxonomic']",mathematical-modeling,['mathematical-modeling']
405,"['The ERPIN server: an interface to profile-based RNA motif identification.', '15215371']","['clone', 'communities', 'cultured', 'environmental', 'ice', 'isolates', 'phylogenetic', 'water']",mathematical-modeling,"['mathematical-modeling', 'phylogenetics-and-phylogenomics', 'whole-genome-resequencing']"
406,"['PyMS: a Python toolkit for processing of gas chromatography-mass spectrometry (GC-MS) data. Application and comparative study of selected tools.', '22647087']","['analyses', 'cdna', 'clones', 'completed', 'date', 'est', 'eukaryotic', 'exponentially', 'increased', 'interested', 'past', 'perspective', 'primary', 'researcher', 'thousands', 'yielded']",genome-annotation2,"['acgh-and-snp-microarray', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'phylogenetics-and-phylogenomics', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
407,"['ProbMetab: an R package for Bayesian probabilistic annotation of LC-MS-based metabolomics.', '24443383']","['association', 'attention', 'complex', 'comprehensively', 'diseases', 'emerged', 'examining', 'gained', 'gwas', 'hold', 'integrative', 'mediating', 'methodologies', 'pathogenesis', 'promise', 'question', 'studies', 'success']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'chip-seq', 'dna-sequence-databases', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
408,"['QTREDS: a Ruby on Rails-based platform for omics laboratories.', '24564791']","['accumulated', 'complement', 'convenience', 'experimental', 'impedes', 'invaluable', 'jackknife', 'limitation', 'lin', 'model', 'nucleotide', 'property', 'proposed', 'rna', 'server', 'site', 'uestc']",single-cell-rna-seq,"['chip-seq', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq', 'whole-genome-resequencing']"
